"Timestamp","Epoch","L2Loss","Accuracy"
"2022-08-11T15:02:16.708","1","0.03128400072455406","0.9375"
"2022-08-11T15:02:16.772","2","0.06253964453935623","0.875"
"2022-08-11T15:02:16.818","3","3.5840777012907665E-9","1.0"
"2022-08-11T15:02:16.864","4","0.015629274770617485","0.96875"
"2022-08-11T15:02:16.909","5","0.015626361593604088","0.96875"
"2022-08-11T15:02:16.955","6","0.015624397434294224","0.96875"
"2022-08-11T15:02:16.998","7","0.046870652586221695","0.90625"
"2022-08-11T15:02:17.048","8","0.03124665841460228","0.9375"
"2022-08-11T15:02:17.093","9","0.015623162500560284","0.96875"
"2022-08-11T15:02:17.143","10","0.03124585561454296","0.9375"
"2022-08-11T15:02:17.184","11","2.066009301415761E-7","1.0"
"2022-08-11T15:02:17.235","12","0.07811276614665985","0.84375"
"2022-08-11T15:02:17.287","13","0.09373419731855392","0.8125"
"2022-08-11T15:02:17.339","14","0.062488898634910583","0.875"
"2022-08-11T15:02:17.390","15","0.031244272366166115","0.9375"
"2022-08-11T15:02:17.432","16","0.06248773634433746","0.875"
"2022-08-11T15:02:17.471","17","0.04686542600393295","0.90625"
"2022-08-11T15:02:17.508","18","0.07810796797275543","0.84375"
"2022-08-11T15:02:17.543","19","0.04686451330780983","0.90625"
"2022-08-11T15:02:17.578","20","0.0468640960752964","0.90625"
"2022-08-11T15:02:17.615","21","0.062484726309776306","0.875"
"2022-08-11T15:02:17.653","22","0.0937257632613182","0.8125"
"2022-08-11T15:02:17.689","23","0.07810404896736145","0.84375"
"2022-08-11T15:02:17.728","24","0.07810327410697937","0.84375"
"2022-08-11T15:02:17.764","25","0.0468619130551815","0.90625"
"2022-08-11T15:02:17.806","26","0.109342060983181","0.78125"
"2022-08-11T15:02:17.853","27","0.15620088577270508","0.6875"
"2022-08-11T15:02:17.897","28","0.09371954947710037","0.8125"
"2022-08-11T15:02:17.934","29","0.07809921354055405","0.84375"
"2022-08-11T15:02:17.974","30","0.04685915261507034","0.90625"
"2022-08-11T15:02:18.013","31","0.07809719443321228","0.84375"
"2022-08-11T15:02:18.058","32","0.12495333701372147","0.75"
"2022-08-11T15:02:18.096","33","0.09371358901262283","0.8125"
"2022-08-11T15:02:18.134","34","0.07809454202651978","0.84375"
"2022-08-11T15:02:18.169","35","0.10932973772287369","0.78125"
"2022-08-11T15:02:18.204","36","0.062474530190229416","0.875"
"2022-08-11T15:02:18.243","37","0.0624733529984951","0.875"
"2022-08-11T15:02:18.280","38","0.09370797127485275","0.8125"
"2022-08-11T15:02:18.316","39","0.04685457795858383","0.90625"
"2022-08-11T15:02:18.351","40","0.04685348644852638","0.90625"
"2022-08-11T15:02:18.388","41","0.09370432049036026","0.8125"
"2022-08-11T15:02:18.422","42","0.06247003749012947","0.875"
"2022-08-11T15:02:18.463","43","0.1717851758003235","0.65625"
"2022-08-11T15:02:18.501","44","0.046851176768541336","0.90625"
"2022-08-11T15:02:18.564","45","0.07808355987071991","0.84375"
"2022-08-11T15:02:18.607","46","0.17177820205688477","0.65625"
"2022-08-11T15:02:18.646","47","0.06246522068977356","0.875"
"2022-08-11T15:02:18.682","48","0.17177298665046692","0.65625"
"2022-08-11T15:02:18.718","49","0.09369406849145889","0.8125"
"2022-08-11T15:02:18.754","50","0.14053672552108765","0.71875"
"2022-08-11T15:02:18.789","51","0.14053477346897125","0.71875"
"2022-08-11T15:02:18.826","52","0.07807460427284241","0.84375"
"2022-08-11T15:02:18.863","53","0.10930193215608597","0.78125"
"2022-08-11T15:02:18.914","54","0.1405276507139206","0.71875"
"2022-08-11T15:02:18.951","55","0.21859285235404968","0.5625"
"2022-08-11T15:02:18.985","56","0.20297543704509735","0.59375"
"2022-08-11T15:02:19.018","57","0.1561322808265686","0.6875"
"2022-08-11T15:02:19.054","58","0.15612895786762238","0.6875"
"2022-08-11T15:02:19.090","59","0.1873503178358078","0.625"
"2022-08-11T15:02:19.125","60","0.15612247586250305","0.6875"
"2022-08-11T15:02:19.158","61","0.10928367078304291","0.78125"
"2022-08-11T15:02:19.193","62","0.12489315867424011","0.75"
"2022-08-11T15:02:19.227","63","0.1248900294303894","0.75"
"2022-08-11T15:02:19.264","64","0.1561075896024704","0.6875"
"2022-08-11T15:02:19.303","65","0.1561046838760376","0.6875"
"2022-08-11T15:02:19.345","66","0.10927166044712067","0.78125"
"2022-08-11T15:02:19.382","67","0.17170657217502594","0.65625"
"2022-08-11T15:02:19.417","68","0.09365834295749664","0.8125"
"2022-08-11T15:02:19.456","69","0.14048317074775696","0.71875"
"2022-08-11T15:02:19.495","70","0.10926231741905212","0.78125"
"2022-08-11T15:02:19.529","71","0.2029065638780594","0.59375"
"2022-08-11T15:02:19.562","72","0.15608038008213043","0.6875"
"2022-08-11T15:02:19.596","73","0.09364695847034454","0.8125"
"2022-08-11T15:02:19.630","74","0.1872846633195877","0.625"
"2022-08-11T15:02:19.663","75","0.09364482015371323","0.8125"
"2022-08-11T15:02:19.696","76","0.17166957259178162","0.65625"
"2022-08-11T15:02:19.730","77","0.062430839985609055","0.875"
"2022-08-11T15:02:19.767","78","0.14045493304729462","0.71875"
"2022-08-11T15:02:19.802","79","0.12484496086835861","0.75"
"2022-08-11T15:02:19.837","80","0.10923925042152405","0.78125"
"2022-08-11T15:02:19.871","81","0.15604877471923828","0.6875"
"2022-08-11T15:02:19.909","82","0.21845924854278564","0.5625"
"2022-08-11T15:02:19.962","83","0.1560409814119339","0.6875"
"2022-08-11T15:02:19.997","84","0.10922852158546448","0.78125"
"2022-08-11T15:02:20.034","85","0.18723556399345398","0.625"
"2022-08-11T15:02:20.074","86","0.18723315000534058","0.625"
"2022-08-11T15:02:20.110","87","0.10922203212976456","0.78125"
"2022-08-11T15:02:20.146","88","0.18722303211688995","0.625"
"2022-08-11T15:02:20.183","89","0.14041490852832794","0.71875"
"2022-08-11T15:02:20.220","90","0.1404142528772354","0.71875"
"2022-08-11T15:02:20.259","91","0.18720969557762146","0.625"
"2022-08-11T15:02:20.301","92","0.20280440151691437","0.59375"
"2022-08-11T15:02:20.338","93","0.12480133771896362","0.75"
"2022-08-11T15:02:20.374","94","0.10920288413763046","0.78125"
"2022-08-11T15:02:20.408","95","0.10920044034719467","0.78125"
"2022-08-11T15:02:20.445","96","0.1559900939464569","0.6875"
"2022-08-11T15:02:20.491","97","0.20277446508407593","0.59375"
"2022-08-11T15:02:20.548","98","0.06239927560091019","0.875"
"2022-08-11T15:02:20.583","99","0.18716996908187866","0.625"
"2022-08-11T15:02:20.615","100","0.14037935435771942","0.71875"
"2022-08-11T15:02:20.686","101","0.21835479140281677","0.5625"
"2022-08-11T15:02:20.728","102","0.17155949771404266","0.65625"
"2022-08-11T15:02:20.767","103","0.12477399408817291","0.75"
"2022-08-11T15:02:20.807","104","0.15595757961273193","0.6875"
"2022-08-11T15:02:20.845","105","0.2183295488357544","0.5625"
"2022-08-11T15:02:20.878","106","0.21832109987735748","0.5625"
"2022-08-11T15:02:20.911","107","0.12475946545600891","0.75"
"2022-08-11T15:02:20.944","108","0.14035135507583618","0.71875"
"2022-08-11T15:02:20.976","109","0.15593907237052917","0.6875"
"2022-08-11T15:02:21.009","110","0.24947942793369293","0.5"
"2022-08-11T15:02:21.044","111","0.1091553121805191","0.78125"
"2022-08-11T15:02:21.078","112","0.17152050137519836","0.65625"
"2022-08-11T15:02:21.113","113","0.2026899755001068","0.59375"
"2022-08-11T15:02:21.159","114","0.23385955393314362","0.53125"
"2022-08-11T15:02:21.195","115","0.20267701148986816","0.59375"
"2022-08-11T15:02:21.236","116","0.15590649843215942","0.6875"
"2022-08-11T15:02:21.271","117","0.21825125813484192","0.5625"
"2022-08-11T15:02:21.310","118","0.15589584410190582","0.6875"
"2022-08-11T15:02:21.345","119","0.12471985071897507","0.75"
"2022-08-11T15:02:21.377","120","0.17146813869476318","0.65625"
"2022-08-11T15:02:21.410","121","0.20263534784317017","0.59375"
"2022-08-11T15:02:21.442","122","0.12470056116580963","0.75"
"2022-08-11T15:02:21.478","123","0.18703821301460266","0.625"
"2022-08-11T15:02:21.510","124","0.18703384697437286","0.625"
"2022-08-11T15:02:21.561","125","0.15586675703525543","0.6875"
"2022-08-11T15:02:21.604","126","0.18702365458011627","0.625"
"2022-08-11T15:02:21.643","127","0.18701328337192535","0.625"
"2022-08-11T15:02:21.681","128","0.2960795760154724","0.40625"
"2022-08-11T15:02:21.719","129","0.1869991421699524","0.625"
"2022-08-11T15:02:21.756","130","0.2025742381811142","0.59375"
"2022-08-11T15:02:21.791","131","0.12467262148857117","0.75"
"2022-08-11T15:02:21.825","132","0.17140211164951324","0.65625"
"2022-08-11T15:02:21.861","133","0.21813520789146423","0.5625"
"2022-08-11T15:02:21.896","134","0.2181314080953598","0.5625"
"2022-08-11T15:02:21.931","135","0.23370349407196045","0.53125"
"2022-08-11T15:02:21.966","136","0.1869678497314453","0.625"
"2022-08-11T15:02:21.999","137","0.23368506133556366","0.53125"
"2022-08-11T15:02:22.035","138","0.1869463175535202","0.625"
"2022-08-11T15:02:22.070","139","0.18694567680358887","0.625"
"2022-08-11T15:02:22.104","140","0.20249369740486145","0.59375"
"2022-08-11T15:02:22.140","141","0.1869301050901413","0.625"
"2022-08-11T15:02:22.174","142","0.10904768854379654","0.78125"
"2022-08-11T15:02:22.210","143","0.20248526334762573","0.59375"
"2022-08-11T15:02:22.248","144","0.23362070322036743","0.53125"
"2022-08-11T15:02:22.286","145","0.18690283596515656","0.625"
"2022-08-11T15:02:22.339","146","0.23361441493034363","0.53125"
"2022-08-11T15:02:22.380","147","0.2180279940366745","0.5625"
"2022-08-11T15:02:22.415","148","0.23359344899654388","0.53125"
"2022-08-11T15:02:22.452","149","0.21800567209720612","0.5625"
"2022-08-11T15:02:22.489","150","0.23357094824314117","0.53125"
"2022-08-11T15:02:22.523","151","0.18685626983642578","0.625"
"2022-08-11T15:02:22.559","152","0.18685521185398102","0.625"
"2022-08-11T15:02:22.597","153","0.1712699979543686","0.65625"
"2022-08-11T15:02:22.641","154","0.2179712951183319","0.5625"
"2022-08-11T15:02:22.676","155","0.23353317379951477","0.53125"
"2022-08-11T15:02:22.742","156","0.14013391733169556","0.71875"
"2022-08-11T15:02:22.782","157","0.14013025164604187","0.71875"
"2022-08-11T15:02:22.829","158","0.2179373949766159","0.5625"
"2022-08-11T15:02:22.867","159","0.1867990642786026","0.625"
"2022-08-11T15:02:22.903","160","0.10896316915750504","0.78125"
"2022-08-11T15:02:22.936","161","0.24902406334877014","0.5"
"2022-08-11T15:02:22.973","162","0.10898657888174057","0.78125"
"2022-08-11T15:02:23.006","163","0.21789562702178955","0.5625"
"2022-08-11T15:02:23.042","164","0.2023327350616455","0.59375"
"2022-08-11T15:02:23.077","165","0.15562814474105835","0.6875"
"2022-08-11T15:02:23.113","166","0.21786923706531525","0.5625"
"2022-08-11T15:02:23.145","167","0.2645488679409027","0.46875"
"2022-08-11T15:02:23.183","168","0.15561902523040771","0.6875"
"2022-08-11T15:02:23.218","169","0.14006538689136505","0.71875"
"2022-08-11T15:02:23.259","170","0.2178376317024231","0.5625"
"2022-08-11T15:02:23.296","171","0.17117546498775482","0.65625"
"2022-08-11T15:02:23.337","172","0.21780742704868317","0.5625"
"2022-08-11T15:02:23.380","173","0.18671444058418274","0.625"
"2022-08-11T15:02:23.416","174","0.17115791141986847","0.65625"
"2022-08-11T15:02:23.450","175","0.2644610106945038","0.46875"
"2022-08-11T15:02:23.488","176","0.1711457073688507","0.65625"
"2022-08-11T15:02:23.527","177","0.12448299676179886","0.75"
"2022-08-11T15:02:23.560","178","0.20222651958465576","0.59375"
"2022-08-11T15:02:23.597","179","0.1866748332977295","0.625"
"2022-08-11T15:02:23.628","180","0.15555813908576965","0.6875"
"2022-08-11T15:02:23.660","181","0.20220433175563812","0.59375"
"2022-08-11T15:02:23.691","182","0.1866336464881897","0.625"
"2022-08-11T15:02:23.723","183","0.21773549914360046","0.5625"
"2022-08-11T15:02:23.753","184","0.23327435553073883","0.53125"
"2022-08-11T15:02:23.788","185","0.26434987783432007","0.46875"
"2022-08-11T15:02:23.821","186","0.29543688893318176","0.40625"
"2022-08-11T15:02:23.855","187","0.15551279485225677","0.6875"
"2022-08-11T15:02:23.895","188","0.21767869591712952","0.5625"
"2022-08-11T15:02:23.930","189","0.18658900260925293","0.625"
"2022-08-11T15:02:23.964","190","0.15549157559871674","0.6875"
"2022-08-11T15:02:24","191","0.17104525864124298","0.65625"
"2022-08-11T15:02:24.036","192","0.2953720986843109","0.40625"
"2022-08-11T15:02:24.072","193","0.24872171878814697","0.5"
"2022-08-11T15:02:24.106","194","0.1865643560886383","0.625"
